Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 250000000,,17/10/2022,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021994,,19/10/2022,,100-000-407-856
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 30000000,,11/10/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021804,,12/10/2022,,100-000-403-070
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 50000,,11/10/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021804,,12/10/2022,,100-000-403-082
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,,11/10/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021796,,12/10/2022,,100-000-403-065
Standalone Prospectus,Standalone prospectus,Max 5000000,,07/10/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021846,,07/10/2022,,NBS1-000-076-776
Standalone Prospectus,Standalone prospectus,Max 50000000,10/10/2022,07/10/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021721,10/10/2022,07/10/2022,CZECHIA,NBS1-000-076-735
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 20000000,06/10/2022,06/10/2022,SLOVAKIA,Debt with denomination < €100.000,CPI Finco Slovakia a.s. - 315700NADZZ4NVK0WO14,SK4000021739,06/10/2022,06/10/2022,CZECHIA,100-000-400-814
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 20000000,06/10/2022,06/10/2022,SLOVAKIA,Debt with denomination < €100.000,CPI Finco Slovakia a.s. - 315700NADZZ4NVK0WO14,SK4000021747,06/10/2022,06/10/2022,CZECHIA,100-000-400-816
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 10000000,06/10/2022,06/10/2022,SLOVAKIA,Debt with denomination < €100.000,CPI Finco Slovakia a.s. - 315700NADZZ4NVK0WO14,SK4000021762,06/10/2022,06/10/2022,CZECHIA,100-000-400-819
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 21000000,,05/10/2022,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021879,,05/10/2022,,100-000-400-238
Standalone Prospectus,Standalone prospectus,Max 5000000,,04/10/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021663,,04/10/2022,,NBS1-000-076-746
Base Prospectus,Base prospectus without Final terms,,05/10/2022,04/10/2022,SLOVAKIA,,CPI Finco Slovakia a.s. - 315700NADZZ4NVK0WO14,,05/10/2022,05/10/2022,CZECHIA,NBS1-000-076-738
Base Prospectus,Base prospectus without Final terms,,05/10/2022,04/10/2022,SLOVAKIA,Debt with denomination < €100.000,CPI Finco Slovakia a.s. - 315700NADZZ4NVK0WO14,,05/10/2022,05/10/2022,CZECHIA,NBS1-000-076-738
Standalone Prospectus,Standalone prospectus,Max 10000000,,03/10/2022,SLOVAKIA,Debt with denomination < €100.000,"Lucron Finance 3, s.r.o. - 097900CAKA0000105220",SK4000021770,,05/10/2022,,NBS1-000-076-672
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,,29/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021820,,30/09/2022,,100-000-397-584
Standalone Prospectus,Standalone prospectus,Max 10000000,,29/09/2022,SLOVAKIA,Debt with denomination < €100.000,CS Apparel Group a.s. - 315700NDPAD8K45R1C44,SK4000020707,,30/09/2022,,NBS1-000-076-308
Standalone Prospectus,Standalone prospectus,Max 65000000,,28/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Tatry mountain resorts, a.s. - 315700YHD1JR6VB1BA90",SK4000021713,,28/09/2022,,NBS1-000-076-670
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 50000000,,26/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. - 3157002JBFAI478MD587",SK4000021754,,26/09/2022,,100-000-395-350
Standalone Prospectus,Standalone prospectus,Max 6000000,,26/09/2022,SLOVAKIA,Debt with denomination < €100.000,"LIOQA FINANCIAL SERVICES, s. r. o. - 9845006A0D7536D8AD62",SK4000021614,,27/09/2022,,NBS1-000-076-434
Standalone Prospectus,Standalone prospectus,Max 5000000,,21/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021648,,22/09/2022,,NBS1-000-076-433
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 30000000,,20/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021598,,21/09/2022,,100-000-391-324
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 40000000,,20/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021598,,21/09/2022,,100-000-391-326
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 200000000,13/09/2022,13/09/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003544322,13/09/2022,13/09/2022,CZECHIA,100-000-388-906
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 4000,13/09/2022,13/09/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003544314,13/09/2022,13/09/2022,CZECHIA,100-000-388-910
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 5000000,,08/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021150,,14/09/2022,,100-000-389-769
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 100000000,,05/09/2022,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. - 3157002JBFAI478MD587",SK4000021580,,14/09/2022,,100-000-385-768
Standalone Prospectus,Standalone prospectus,Max 10000000,,22/08/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021531,,22/08/2022,,NBS1-000-075-615
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 50000000,,11/08/2022,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK IX s. r. o. - 097900CAKA0000062540,SK4000021424,,17/08/2022,,100-000-377-855
Standalone Prospectus,Standalone prospectus,Max 50000000,,08/08/2022,SLOVAKIA,Debt with denomination < €100.000,"J&T Global Finance XII., s.r.o. - 097900CAKA0000026456",SK4000021481,,09/08/2022,,NBS1-000-075-363
Standalone Prospectus,Standalone prospectus,Max 5000000,,04/08/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021465,,05/08/2022,,NBS1-000-074-877
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 25000000,,03/08/2022,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK IX s. r. o. - 097900CAKA0000062540,SK4000021424,,05/08/2022,,100-000-367-340
Standalone Prospectus,Standalone prospectus,Max 24000000,,29/07/2022,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",SK4000020798,,08/08/2022,,NBS1-000-074-346
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 150000000,01/08/2022,25/07/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003543100,01/08/2022,01/08/2022,CZECHIA,100-000-365-741
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 150000000,01/08/2022,25/07/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003543118,01/08/2022,01/08/2022,CZECHIA,100-000-365-759
Standalone Prospectus,Standalone prospectus,Max 12000000,,20/07/2022,SLOVAKIA,Debt with denomination < €100.000,"Across Funding, a.s. - 097900BHES0000070670",SK4000020285,,21/07/2022,,NBS1-000-074-155
Standalone Prospectus,Standalone prospectus,Max 10000000,,07/07/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021267,,08/07/2022,,NBS1-000-074-197
Base Prospectus,Base prospectus without Final terms,,,06/07/2022,SLOVAKIA,,Československá obchodná banka a.s. - 52990096Q5LMCH1WU462,,,07/07/2022,,NBS1-000-074-100
Base Prospectus,Base prospectus without Final terms,,,06/07/2022,SLOVAKIA,Derivative securities,Československá obchodná banka a.s. - 52990096Q5LMCH1WU462,,,07/07/2022,,NBS1-000-074-100
Standalone Prospectus,Standalone prospectus,Max 5000000,,30/06/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000021176,,06/07/2022,,NBS1-000-073-914
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,06/07/2022,28/06/2022,SLOVAKIA,Debt with denomination ≥ €100.000,"Prima banka Slovensko, a.s. - 315700K45LRKNGMUIW27",SK4000021200,06/07/2022,06/07/2022,LUXEMBOURG,100-000-357-427
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 25000000,,23/06/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021150,,24/06/2022,,100-000-355-285
Standalone Prospectus,Standalone prospectus,Max 6000000,,22/06/2022,SLOVAKIA,Debt with denomination < €100.000,"LIOQA FINANCIAL SERVICES, s. r. o. - 9845006A0D7536D8AD62",SK4000020947,,23/06/2022,,NBS1-000-073-331
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 30000000,,07/06/2022,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK IX s. r. o. - 097900CAKA0000062540,SK4000020855,,14/06/2022,,100-000-353-366
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 50000000,,07/06/2022,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK IX s. r. o. - 097900CAKA0000062540,SK4000020855,,14/06/2022,,100-000-353-371
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,,07/06/2022,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000021119,,14/06/2022,,100-000-353-375
Standalone Prospectus,Standalone prospectus,Max 100000000,,07/06/2022,SLOVAKIA,Debt with denomination < €100.000,"EUROVEA, A. S. - 2138009HNJSVYWDD1O28",SK4000020988,,13/06/2022,,NBS1-000-073-342
Standalone Prospectus,Standalone prospectus,Max 3441200,30/05/2022,27/05/2022,SLOVAKIA,Shares,"GEVORKYAN, a.s. - 097900BFM30000040096",SK1000025322,30/05/2022,30/05/2022,CZECHIA,NBS1-000-073-056
Standalone Prospectus,Standalone prospectus,Max 5000000,,17/05/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public II, s.r.o. - 097900BIB00000125904",SK4000020830,,21/02/2023,,NBS1-000-072-289
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 213000000,29/04/2022,28/04/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003540544,29/04/2022,29/04/2022,CZECHIA,100-000-344-789
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 213000000,29/04/2022,28/04/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003540585,29/04/2022,29/04/2022,CZECHIA,100-000-344-783
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 20000000,,25/04/2022,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000020764,,04/05/2022,,100-000-344-750
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,,07/04/2022,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. - 549300S2T3FWVVXWJI89",SK4000020673,,08/04/2022,,100-000-341-113
Standalone Prospectus,Standalone prospectus,Max 10000000,,06/04/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000020574,,07/04/2022,,NBS1-000-070-973
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 213000000,15/04/2022,06/04/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003539611,15/04/2022,07/04/2022,CZECHIA,100-000-340-946
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 213000000,15/04/2022,06/04/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003539629,15/04/2022,07/04/2022,CZECHIA,100-000-340-955
Standalone Prospectus,Standalone prospectus,Max 10000000,,06/04/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000020566,,06/04/2022,,NBS1-000-070-967
Base Prospectus,Base prospectus without Final terms,,05/04/2022,29/03/2022,SLOVAKIA,,"365.bank, a. s. - 315700PLTAXHBHZP5J02",,05/04/2022,30/03/2022,LUXEMBOURG,NBS1-000-070-541
Standalone Prospectus,Standalone prospectus,Max 100000000,23/03/2022,23/03/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000020517,23/03/2022,23/03/2022,CZECHIA,NBS1-000-070-452
Standalone Prospectus,Standalone prospectus,Max 5000000,,10/03/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000020418,,11/03/2022,,NBS1-000-069-940
Standalone Prospectus,Standalone prospectus,5000000,,10/03/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000020426,,11/03/2022,,NBS1-000-069-948
Base Prospectus,Base prospectus without Final terms,Max 5000000000,10/03/2022,09/03/2022,SLOVAKIA,,"Všeobecná úverová banka, a.s. - 549300JB1P61FUTPEZ75",,10/03/2022,10/03/2022,LUXEMBOURG,NBS1-000-069-953
Base Prospectus,Base prospectus without Final terms,,10/03/2022,09/03/2022,SLOVAKIA,,"Všeobecná úverová banka, a.s. - 549300JB1P61FUTPEZ75",,10/03/2022,10/03/2022,LUXEMBOURG,NBS1-000-069-953
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 40000000,,09/03/2022,SLOVAKIA,Debt with denomination < €100.000,SONEX a.s. - 097900CAKA0000043334,SK4000020525,,23/03/2022,,100-000-337-234
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,18/03/2022,09/03/2022,SLOVAKIA,Debt with denomination ≥ €100.000,"Všeobecná úverová banka, a.s. - 549300JB1P61FUTPEZ75",SK4000020491,18/03/2022,18/03/2022,LUXEMBOURG,100-000-337-047
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 15000000,,04/03/2022,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK IX s. r. o. - 097900CAKA0000062540,SK4000020459,,12/04/2022,,100-000-335-234
Standalone Prospectus,Standalone prospectus,Max 5000000,,16/02/2022,SLOVAKIA,Debt with denomination < €100.000,"Penta RE Funding II, s.r.o. - 097900BHKT0000085550",SK4000020343,,17/02/2022,,NBS1-000-069-184
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 180000000,08/03/2022,07/02/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003538829,08/03/2022,08/03/2022,CZECHIA,100-000-335-218
Base Prospectus,Base prospectus without Final terms,,08/02/2022,07/02/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,,08/02/2022,08/02/2022,CZECHIA,NBS1-000-068-788
Base Prospectus,Base prospectus without Final terms,,08/02/2022,07/02/2022,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,,08/02/2022,08/02/2022,CZECHIA,NBS1-000-068-788
Standalone Prospectus,Standalone prospectus,Not applicable,,17/01/2022,SLOVAKIA,Debt with denomination ≥ €100.000,"J&amp;T ENERGY FINANCING EUR XI, a.s. - 097900CAKA0000069427",SK4000020293,,17/01/2022,,NBS1-000-067-949
Standalone Prospectus,Standalone prospectus,Not applicable,04/01/2022,03/01/2022,SLOVAKIA,Shares,VINÁRSTVO HABSBURG a.s. - 097900BICX0000141670,SK1000024754,04/01/2022,04/01/2022,CZECHIA,NBS1-000-067-316
Standalone Prospectus,Standalone prospectus,Max 6660000,,20/12/2021,SLOVAKIA,Debt with denomination < €100.000,"Prime Tourist Resorts, a. s. - 097900BIHQ0000164073",SK4000019261,,04/02/2022,,NBS1-000-066-627
Standalone Prospectus,Standalone prospectus,Max 4000000,,20/12/2021,SLOVAKIA,Debt with denomination < €100.000,CS Apparel Group a.s. - 315700NDPAD8K45R1C44,SK4000019469,,04/02/2022,,NBS1-000-067-041
Standalone Prospectus,Standalone prospectus,Max 525000,,15/12/2021,SLOVAKIA,Shares,"BENCONT COLLECTION, a. s. - 097900BJGE0000199675",SK1000021420,,04/02/2022,,NBS1-000-066-855
Standalone Prospectus,Standalone prospectus,Max 47025000,,14/12/2021,SLOVAKIA,Units or shares in closed end funds,"Tatra Asset Management, správ. spol., a. s. - 31570020000000005803",SK3000001246,,09/02/2022,,NBS1-000-066-947
Standalone Prospectus,Standalone prospectus,Max 800000000,04/02/2022,30/11/2021,SLOVAKIA,Debt with denomination < €100.000,SAB Holding a.s. - 315700W4A4AEAU8O8745,CZ0003536153,04/02/2022,04/02/2022,CZECHIA,NBS1-000-066-386
