Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,04/04/2024,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414765,,04/04/2024,,DK240033637
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,,26/03/2024,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030394986,,26/03/2024,,240033231
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/03/2024,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009546087,,22/03/2024,,DK 240032966
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/03/2024,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009546160,,22/03/2024,,DK 240032966
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/03/2024,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009546244,,22/03/2024,,DK 240032966
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/03/2024,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009546327,,22/03/2024,,DK 240032966
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/03/2024,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009546400,,22/03/2024,,DK 240032966
Standalone Prospectus,Standalone prospectus,Not applicable,,22/03/2024,DENMARK,Shares,Svitzer Group A/S - 6488DDN3LEB9H3531440,DK0062616637,,01/05/2024,,DK240035378
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,18/03/2024,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414849,,18/03/2024,,DK240032463
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,18/03/2024,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414922,,18/03/2024,,DK240032463
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,18/03/2024,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009415069,,18/03/2024,,DK240032463
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,18/03/2024,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002060169,,18/03/2024,,DK240032399
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,18/03/2024,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002060243,,18/03/2024,,DK240032399
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,18/03/2024,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002060326,,18/03/2024,,DK240032399
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,18/03/2024,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002060409,,18/03/2024,,DK240032399
Base Prospectus,Base prospectus with Final terms,Not applicable,,14/03/2024,DENMARK,Debt with denomination ≥ €100.000,P/F BankNordik - 5299005W3ZSR35ZYJH59,DK0030529664,,14/03/2024,,DK240032462
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 300000000,,27/02/2024,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT BANK A/S - 52965FONQ5NZKP0WZL45,DK0030393319,,27/02/2024,,240031672
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,,27/02/2024,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT BANK A/S - 52965FONQ5NZKP0WZL45,DK0030393665,,27/02/2024,,240031673
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2024,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545949,,07/02/2024,,DK240029057
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,07/02/2024,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414419,,07/02/2024,,DK240031051
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/02/2024,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004629425,,06/02/2024,,DK240028711
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,06/02/2024,DENMARK,Debt with denomination ≥ €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414336,,06/02/2024,,240029294
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,03/01/2024,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004629342,,03/01/2024,,DK230027626
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,22/12/2023,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030513155,,22/12/2023,,DK0030383351
Standalone Prospectus,Standalone prospectus,Not applicable,18/12/2023,18/12/2023,DENMARK,Shares,Cadeler A/S - 9845008439EUED140282,DK0061412772,18/12/2023,18/12/2023,NORWAY,DK230027606
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/12/2023,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030513155,,15/12/2023,,DK0030351903
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545196,,11/12/2023,,DK230027209
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545279,,11/12/2023,,DK230027209
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545352,,11/12/2023,,DK230027209
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545436,,11/12/2023,,DK230027209
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545519,,11/12/2023,,DK230027209
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545782,,11/12/2023,,DK230027209
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0009545865,,11/12/2023,,DK230027209
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002059906,,11/12/2023,,DK230027240
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,11/12/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002060086,,11/12/2023,,DK230027240
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/12/2023,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030513155,,11/12/2023,,DK0030513155
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/12/2023,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414096,,01/12/2023,,DK0009414096
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/12/2023,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414179,,01/12/2023,,DK0009414096
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/12/2023,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009414252,,01/12/2023,,DK0009414096
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/12/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002059740,,01/12/2023,,DK230026976
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/12/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002059583,,01/12/2023,,DK230026976
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/12/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002059666,,01/12/2023,,DK230026976
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/12/2023,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002059823,,01/12/2023,,DK230026976
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,20/11/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030512421,,20/11/2023,,DK230026645
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004627569,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004627643,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004627726,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004627809,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628021,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628294,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628377,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628450,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628534,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628617,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628880,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628963,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004629185,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004629268,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004627999,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,08/11/2023,DENMARK,Debt with denomination < €100.000,REALKREDIT DANMARK A/S - 549300NLOMBOWE943Y30,DK0004628104,,09/11/2023,,DK230026146
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,01/11/2023,DENMARK,Debt with denomination < €100.000,Jyske Realkredit A/S - 529900R9HQNZRT2OXB26,DK0009413791,,01/11/2023,,DK0009413791
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,23/10/2023,DENMARK,Debt with denomination ≥ €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030510052,,23/10/2023,,DK230025564
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,23/10/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030509559,,23/10/2023,,DK230025563
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,23/10/2023,DENMARK,Debt with denomination < €100.000,NYKREDIT REALKREDIT A/S - LIU16F6VZJSD6UKHD557,DK0030352398,,23/10/2023,,DK230022012
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,19/10/2023,DENMARK,Debt with denomination < €100.000,DANMARKS SKIBSKREDIT A/S - 549300T70JXFWEXCK295,DK0004133808,,30/10/2023,,DK230025612
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,19/10/2023,DENMARK,Debt with denomination < €100.000,DANMARKS SKIBSKREDIT A/S - 549300T70JXFWEXCK295,DK0004133998,,30/10/2023,,DK230025613
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Max 500000000,,17/10/2023,DENMARK,Debt with denomination ≥ €100.000,DANMARKS SKIBSKREDIT A/S - 549300T70JXFWEXCK295,DK0004133725,,30/10/2023,,DK230025558
